Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index)
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),125
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),569
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),485
Bus - StL Bus Index,Destination,N/A,27053008300,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),275
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1139
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),45
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),128
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),358
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),394
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),213
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1135
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),30
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),137
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),364
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),403
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),201
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1091
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),83
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),95
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),333
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),357
Bus - StL Bus Index,Destination,N/A,27053008400,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),223
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),652
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),18
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),68
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),193
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),249
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),123
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),638
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),12
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),79
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),175
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),262
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),110
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),584
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),36
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),38
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),217
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),179
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),113
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1444
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),54
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),156
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),433
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),501
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),299
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1485
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),36
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),191
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),430
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),545
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),284
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1199
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),90
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),74
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),399
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),349
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),288
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),810
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),31
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),75
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),238
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),314
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),152
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),787
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),18
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),79
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),217
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),336
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),137
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),778
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),56
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),73
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),262
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),220
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),167
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),911
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),34
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),154
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),287
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),299
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),137
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),951
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),28
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),180
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),291
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),329
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),125
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),748
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),56
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),87
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),272
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),219
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),114
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1552
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),44
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),203
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),538
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),515
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),252
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1546
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),32
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),227
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),507
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),546
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),235
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1465
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),78
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),132
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),567
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),448
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),239
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),648
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),39
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),68
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),192
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),224
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),125
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),636
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),26
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),78
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),184
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),233
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),114
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),620
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),66
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),54
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),202
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),186
Bus - StL Bus Index,Destination,N/A,27053103000,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),112
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),690
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),37
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),63
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),195
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),234
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),161
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),668
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),24
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),65
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),182
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),255
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),141
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),673
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),72
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),45
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),219
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),174
Bus - StL Bus Index,Destination,N/A,27053103100,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),163
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2393
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),82
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),360
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),740
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),741
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),471
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2316
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),47
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),426
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),726
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),729
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),388
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2304
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),173
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),181
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),738
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),694
Bus - StL Bus Index,Destination,N/A,27053103600,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),518
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2215
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),118
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),290
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),622
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),716
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),468
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2276
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),90
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),348
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),644
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),778
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),416
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1843
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),185
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),132
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),535
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),537
Bus - StL Bus Index,Destination,N/A,27053103700,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),454
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1314
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),73
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),137
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),381
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),409
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),314
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1232
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),37
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),168
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),364
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),400
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),263
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1328
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),152
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),73
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),383
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),386
Bus - StL Bus Index,Destination,N/A,27053103900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),334
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),945
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),28
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),167
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),303
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),268
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),180
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1078
Bus - StL Bus Index,Destination,N/A,27053104001,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),16
